idx	imgs	err1	err2	res1	res2
232	80-9##80-1	1	0	{'org_sentence': 'The picture on the right happens to have a person holding a sickle, and the picture on the left has a sickle but the complete person cannot be seen.', 'sentence': 'The picture on the right happens to have a person holding a sickle, and the picture on the left has a sickle but the complete person cannot be seen.', 'prediction': 0, 'label': 1}	{'org_sentence': 'The picture on the right happens to have a person holding a sickle, and the picture on the left has a sickle but the complete person cannot be seen.', 'sentence': 'Left part scenario:hammer ,right part scenario: a field. Therefore, the sentence is right or wrong: The picture on the right happens to have a person holding a sickle, and the picture on the left has a sickle but the complete person cannot be seen.', 'prediction': 1, 'label': 1}
233	88-4##88-11	0	1	{'org_sentence': 'There are terracotta warriors in both pictures, and there are real people in the left picture.', 'sentence': 'There are terracotta warriors in both pictures, and there are real people in the left picture.', 'prediction': 1, 'label': 1}	{'org_sentence': 'There are terracotta warriors in both pictures, and there are real people in the left picture.', 'sentence': 'Left part scenario:standing ,right part scenario: desert. Therefore, the sentence is right or wrong: There are terracotta warriors in both pictures, and there are real people in the left picture.', 'prediction': 0, 'label': 1}
239	74-2##74-7	0	-1	{'org_sentence': 'There are stilts in both pictures, and the left picture contains a red lantern pendant.', 'sentence': 'There are stilts in both pictures, and the left picture contains a red lantern pendant.', 'prediction': 0, 'label': 0}	{'org_sentence': 'There are stilts in both pictures, and the left picture contains a red lantern pendant.', 'sentence': 'Left part scenario:a flooded village ,right part scenario: a dilapidated housing project. Therefore, the sentence is right or wrong: There are stilts in both pictures, and the left picture contains a red lantern pendant.', 'prediction': 1, 'label': 0}
240	74-12##74-5	1	0	{'org_sentence': 'There are stilts in both pictures, and the left picture contains a red lantern pendant.', 'sentence': 'There are stilts in both pictures, and the left picture contains a red lantern pendant.', 'prediction': 0, 'label': 1}	{'org_sentence': 'There are stilts in both pictures, and the left picture contains a red lantern pendant.', 'sentence': 'Left part scenario:an old chinese village ,right part scenario: old buildings on stilts. Therefore, the sentence is right or wrong: There are stilts in both pictures, and the left picture contains a red lantern pendant.', 'prediction': 1, 'label': 1}
243	87-14##87-4	-1	0	{'org_sentence': 'The picture on the left happens to have two Peking opera actors, and the picture on the right has at least five.', 'sentence': 'The picture on the left happens to have two Peking opera actors, and the picture on the right has at least five.', 'prediction': 1, 'label': 0}	{'org_sentence': 'The picture on the left happens to have two Peking opera actors, and the picture on the right has at least five.', 'sentence': 'Left part scenario:a scene from a play ,right part scenario: auditorium. Therefore, the sentence is right or wrong: The picture on the left happens to have two Peking opera actors, and the picture on the right has at least five.', 'prediction': 0, 'label': 0}
246	79-2##79-3	1	0	{'org_sentence': 'The picture on the right happens to have only one person carrying a stick, and there are several people with a stick in the picture on the left.', 'sentence': 'The picture on the right happens to have only one person carrying a stick, and there are several people with a stick in the picture on the left.', 'prediction': 0, 'label': 1}	{'org_sentence': 'The picture on the right happens to have only one person carrying a stick, and there are several people with a stick in the picture on the left.', 'sentence': 'Left part scenario:rural ,right part scenario: rural. Therefore, the sentence is right or wrong: The picture on the right happens to have only one person carrying a stick, and there are several people with a stick in the picture on the left.', 'prediction': 1, 'label': 1}
247	79-10##79-8	0	1	{'org_sentence': 'The picture on the right happens to have only one person carrying a stick, and there are several people with a stick in the picture on the left.', 'sentence': 'The picture on the right happens to have only one person carrying a stick, and there are several people with a stick in the picture on the left.', 'prediction': 1, 'label': 1}	{'org_sentence': 'The picture on the right happens to have only one person carrying a stick, and there are several people with a stick in the picture on the left.', 'sentence': 'Left part scenario:sitting ,right part scenario: walking. Therefore, the sentence is right or wrong: The picture on the right happens to have only one person carrying a stick, and there are several people with a stick in the picture on the left.', 'prediction': 0, 'label': 1}
252	92-15##92-10	0	1	{'org_sentence': 'There are people wearing Taoist costumes in both pictures, and the person on the right is wearing red costumes.', 'sentence': 'There are people wearing Taoist costumes in both pictures, and the person on the right is wearing red costumes.', 'prediction': 1, 'label': 1}	{'org_sentence': 'There are people wearing Taoist costumes in both pictures, and the person on the right is wearing red costumes.', 'sentence': 'Left part scenario:street ,right part scenario: shopping. Therefore, the sentence is right or wrong: There are people wearing Taoist costumes in both pictures, and the person on the right is wearing red costumes.', 'prediction': 0, 'label': 1}
253	73-1##73-17	-1	0	{'org_sentence': 'Both pictures contain Fujian Tulou, and one of them happens to have a Fujian Tulou with only one dome.', 'sentence': 'Both pictures contain Fujian Tulou, and one of them happens to have a Fujian Tulou with only one dome.', 'prediction': 1, 'label': 0}	{'org_sentence': 'Both pictures contain Fujian Tulou, and one of them happens to have a Fujian Tulou with only one dome.', 'sentence': 'Left part scenario:a construction site ,right part scenario: old. Therefore, the sentence is right or wrong: Both pictures contain Fujian Tulou, and one of them happens to have a Fujian Tulou with only one dome.', 'prediction': 0, 'label': 0}
255	73-12##73-5	1	0	{'org_sentence': 'Both pictures contain Fujian Tulou, and one of them happens to have a Fujian Tulou with only one dome.', 'sentence': 'Both pictures contain Fujian Tulou, and one of them happens to have a Fujian Tulou with only one dome.', 'prediction': 0, 'label': 1}	{'org_sentence': 'Both pictures contain Fujian Tulou, and one of them happens to have a Fujian Tulou with only one dome.', 'sentence': 'Left part scenario:a theatre ,right part scenario: construction. Therefore, the sentence is right or wrong: Both pictures contain Fujian Tulou, and one of them happens to have a Fujian Tulou with only one dome.', 'prediction': 1, 'label': 1}
264	76-10##76-5	0	1	{'org_sentence': 'One of the pictures happened to have only one red pavilion, and the other picture had at least two pavilions.', 'sentence': 'One of the pictures happened to have only one red pavilion, and the other picture had at least two pavilions.', 'prediction': 1, 'label': 1}	{'org_sentence': 'One of the pictures happened to have only one red pavilion, and the other picture had at least two pavilions.', 'sentence': 'Left part scenario:a picnic area overlooking the ocean ,right part scenario: walkway. Therefore, the sentence is right or wrong: One of the pictures happened to have only one red pavilion, and the other picture had at least two pavilions.', 'prediction': 0, 'label': 1}
267	49-7##49-2	0	1	{'org_sentence': 'One picture shows a person playing the Guzheng, and the other picture shows at least one Guzheng, but no one is playing.', 'sentence': 'One picture shows a person playing the Guzheng, and the other picture shows at least one Guzheng, but no one is playing.', 'prediction': 1, 'label': 1}	{'org_sentence': 'One picture shows a person playing the Guzheng, and the other picture shows at least one Guzheng, but no one is playing.', 'sentence': 'Left part scenario:a scene with a woman playing a xylophone ,right part scenario: a shopping mall. Therefore, the sentence is right or wrong: The picture on the left is a single Guzheng, and the picture on the right is a Guzheng sold in the music shop.', 'prediction': 0, 'label': 1}
269	40-5##40-13	0	1	{'org_sentence': 'In one picture, one hand holds scissors, the other does not.', 'sentence': 'In one picture, one hand holds scissors, the other does not.', 'prediction': 1, 'label': 1}	{'org_sentence': 'In one picture, one hand holds scissors, the other does not.', 'sentence': 'Left part scenario:a pair of scissors ,right part scenario: a haircut. Therefore, the sentence is right or wrong: The scissors in the picture on the right are being used.', 'prediction': 0, 'label': 1}
